Basin,Kperc,Kb,Ke,Cqq,S_init,G_init,Smax,KGE
03164000,0.01424,0.635,0.0922,0.1483,5.0,3.0,5.0,0.33968115784715214
02059500,0.04047,0.9634,0.1443,0.5083,5.0,3.0,5.0,0.338330842687529
02065500,0.03494,0.8394,0.5234,0.599,5.0,3.0,5.0,0.33719661369869247
02082950,0.01161,0.5684,0.4414,0.43,5.0,3.0,5.0,0.33697666163266626
02143000,0.03143,0.9326,0.741,0.824,5.0,3.0,5.0,0.3343551044462446
08101000,0.02368,0.968,0.5264,0.1028,5.0,3.0,5.0,0.3328115711420938
02014000,0.0367,0.95,0.04932,0.2169,5.0,3.0,5.0,0.33258204517825773
12414500,0.0337,0.6367,0.5957,0.376,5.0,3.0,5.0,0.33202401879479615
06339100,0.0145,0.3274,0.9946,0.1445,5.0,3.0,5.0,0.3286537256433515
04256000,0.9976,0.9766,0.2751,0.9434,5.0,3.0,5.0,0.32813977743417
02422500,0.02118,0.698,0.726,0.2976,5.0,3.0,5.0,0.32639720402552175
02128000,0.0368,0.775,0.5767,0.3037,5.0,3.0,5.0,0.326335369181076
11176400,0.03696,0.687,0.63,0.1384,5.0,3.0,5.0,0.32548163823407494
09430600,0.01252,0.4878,0.8647,0.1229,5.0,3.0,5.0,0.3203208372551881
03187500,0.2693,0.9634,0.474,0.998,5.0,3.0,5.0,0.31963693036446394
02361000,0.0202,0.753,0.6675,0.12244,5.0,3.0,5.0,0.31661935126122254
02472500,0.01753,0.9346,0.3025,0.3987,5.0,3.0,5.0,0.30553642527947067
08066300,0.01208,0.3289,0.8784,0.261,5.0,3.0,5.0,0.30426179271676523
06632400,0.996,0.9644,0.6733,0.8877,5.0,3.0,5.0,0.3011706805580241
02118500,0.01627,0.861,0.4487,0.4768,5.0,3.0,5.0,0.29991997842982854
01580000,0.02234,0.5854,0.3967,0.717,5.0,3.0,5.0,0.2998997164675907
13337000,0.03992,0.802,0.7905,0.621,5.0,3.0,5.0,0.29936944778488883
01487000,0.03348,0.997,0.455,0.3623,5.0,3.0,5.0,0.2983884592752163
04185000,0.03333,0.806,0.4573,0.3806,5.0,3.0,5.0,0.29710548584543683
09512280,0.02274,0.5786,0.3357,0.126,5.0,3.0,5.0,0.296025463219283
10329500,0.02856,0.537,0.663,0.362,5.0,3.0,5.0,0.2954312846725673
04197100,0.0893,0.9917,0.2222,0.2888,5.0,3.0,5.0,0.2873419210061211
08066200,0.02156,0.712,0.502,0.1377,5.0,3.0,5.0,0.28658675109994247
01583500,0.01545,0.606,0.5913,0.524,5.0,3.0,5.0,0.2852052601356445
10258500,0.01347,0.828,0.4226,0.168,5.0,3.0,5.0,0.28359686172740506
02395120,0.01403,0.3484,0.267,0.6196,5.0,3.0,5.0,0.2795349903853429
13235000,0.1477,0.445,0.6724,0.515,5.0,3.0,5.0,0.27737263352123454
01491000,0.0161,0.6333,0.06683,0.3804,5.0,3.0,5.0,0.27665522863429926
02081500,0.010155,0.5083,0.7476,0.2595,5.0,3.0,5.0,0.2759757448000135
02064000,0.015114,0.9263,0.908,0.269,5.0,3.0,5.0,0.2739918672179922
01644000,0.04752,0.897,0.2444,0.1692,5.0,3.0,5.0,0.27258883321483984
03285000,0.010185,0.3933,0.4216,0.2169,5.0,3.0,5.0,0.2721839732087481
01669520,0.866,0.7046,0.998,1.0,5.0,3.0,5.0,0.2701389570464665
10173450,0.0818,0.1731,0.8037,0.8022,5.0,3.0,5.0,0.269640580154908
01639500,0.03363,0.9326,0.854,0.4497,5.0,3.0,5.0,0.2623731139014156
11266500,0.962,0.445,0.2268,0.11285,5.0,3.0,5.0,0.2604746009053891
09513780,0.02588,0.6016,0.11804,0.1217,5.0,3.0,5.0,0.25696612264822716
03213700,0.06027,0.943,0.2903,0.1898,5.0,3.0,5.0,0.25588628254442414
04196800,0.012695,0.957,0.6143,0.329,5.0,3.0,5.0,0.24992956083274698
03237500,0.02579,0.887,0.343,0.1482,5.0,3.0,5.0,0.24514863875475368
11253310,0.0446,0.4192,0.7275,0.1416,5.0,3.0,5.0,0.24507212554718227
03140000,0.5503,0.341,0.7,1.0,5.0,3.0,5.0,0.24420678486813463
02074500,0.0225,0.9507,0.3628,0.3684,5.0,3.0,5.0,0.24365047072284363
09497980,0.02441,0.6724,0.4585,0.1215,5.0,3.0,5.0,0.24259474588640495
08269000,0.9824,0.865,0.611,0.1586,5.0,3.0,5.0,0.24241552814114953
09352900,0.998,0.952,0.4902,0.1776,5.0,3.0,5.0,0.23921374176567445
09505350,0.01825,0.938,0.5645,0.2439,5.0,3.0,5.0,0.22816223735328112
01638480,0.0339,0.9424,0.966,0.3296,5.0,3.0,5.0,0.22788387970758917
02092500,0.02344,0.611,0.2717,0.4146,5.0,3.0,5.0,0.22310477834842946
05291000,0.02667,0.4138,0.7524,0.11346,5.0,3.0,5.0,0.222995772170834
10259200,0.01617,0.3608,0.503,0.3538,5.0,3.0,5.0,0.22270964792571357
02212600,0.0645,0.9434,0.9673,0.1614,5.0,3.0,5.0,0.2223341091304295
13313000,0.02773,0.8833,0.362,0.6353,5.0,3.0,5.0,0.21872687120575107
02202600,0.3962,0.01656,0.8228,0.996,5.0,3.0,5.0,0.21360711428960066
12451000,0.09546,0.227,0.6284,0.5176,5.0,3.0,5.0,0.21078360316353917
01591400,0.538,0.01199,0.8716,0.996,5.0,3.0,5.0,0.20978606497691987
09386900,0.01726,0.4238,0.4358,0.1103,5.0,3.0,5.0,0.20698366568362436
12381400,0.10974,0.8403,0.9097,0.999,5.0,3.0,5.0,0.204799147506305
09404450,0.0209,0.4849,0.1244,0.2377,5.0,3.0,5.0,0.19973861824936145
02221525,0.02757,0.8423,0.773,0.1345,5.0,3.0,5.0,0.19930655546487697
13331500,0.4272,0.901,0.867,0.9863,5.0,3.0,5.0,0.18877630379840793
01187300,0.8447,0.906,0.3152,0.999,5.0,3.0,5.0,0.18626908699559175
08023080,0.01305,0.2998,0.9854,0.174,5.0,3.0,5.0,0.18341466050477395
09210500,0.01144,0.608,0.3777,0.467,5.0,3.0,5.0,0.18164919822093606
08377900,0.978,0.8853,0.992,0.118,5.0,3.0,5.0,0.17563949961131164
02108000,0.01093,0.768,0.3123,0.289,5.0,3.0,5.0,0.17266913419900476
06352000,0.02374,0.1613,0.4536,0.11365,5.0,3.0,5.0,0.17234635703181156
10172700,0.1548,0.012474,0.8022,0.9854,5.0,3.0,5.0,0.17106533147729075
09081600,0.995,0.98,0.9194,0.3328,5.0,3.0,5.0,0.166518094520546
14325000,0.986,0.8354,0.488,0.2976,5.0,3.0,5.0,0.16639468796831414
10205030,0.015274,0.5405,0.2578,0.8154,5.0,3.0,5.0,0.15788017251931152
12082500,0.9834,0.7427,0.608,0.1261,5.0,3.0,5.0,0.1553525995287659
02450250,0.484,0.821,0.96,0.998,5.0,3.0,5.0,0.15234407151421947
06784000,0.01938,0.3633,0.5503,0.10815,5.0,3.0,5.0,0.14806902042656744
02472000,0.02486,0.2443,0.542,0.1028,5.0,3.0,5.0,0.14738477352521184
02315500,0.013725,0.9155,0.3118,0.10406,5.0,3.0,5.0,0.14478473170326833
08267500,0.95,0.9883,0.01202,0.6274,5.0,3.0,5.0,0.14414786495538257
09505800,0.03348,0.9067,0.8013,0.1082,5.0,3.0,5.0,0.1411558819269958
11141280,0.969,0.9937,0.593,0.3687,5.0,3.0,5.0,0.13519400047816033
07148400,0.01683,0.6577,0.7114,0.10486,5.0,3.0,5.0,0.133607579828121
13161500,0.01805,0.3718,0.6387,0.234,5.0,3.0,5.0,0.1322913976676413
06885500,0.01417,0.4329,0.495,0.153,5.0,3.0,5.0,0.12883539713455827
02077200,0.02988,0.831,0.7563,0.4026,5.0,3.0,5.0,0.12692392832394506
03011800,0.03714,0.67,0.3933,0.9966,5.0,3.0,5.0,0.12246025168781183
03500240,0.0586,0.2053,0.68,0.999,5.0,3.0,5.0,0.11589906607235367
07142300,0.02232,0.517,0.496,0.1036,5.0,3.0,5.0,0.10263516672722062
08070200,0.0406,0.948,0.8677,0.1122,5.0,3.0,5.0,0.09193347141797326
06332515,0.01968,0.6055,0.2386,0.1178,5.0,3.0,5.0,0.08338616597637749
04057800,0.9653,0.9653,0.4575,0.284,5.0,3.0,5.0,0.08163090000984152
12092000,0.959,0.7773,0.431,0.1901,5.0,3.0,5.0,0.06584965886825966
12025000,0.5894,0.7676,0.9077,0.992,5.0,3.0,5.0,0.06429778116939433
09312600,0.01284,0.2898,0.819,0.3657,5.0,3.0,5.0,0.06005246904621864
12175500,0.1536,0.335,0.547,0.997,5.0,3.0,5.0,0.05923414815511574
12144000,0.9644,0.929,0.7056,0.9976,5.0,3.0,5.0,0.044124503755905486
08178880,0.01569,0.3542,0.486,0.1096,5.0,3.0,5.0,0.043573287012870665
13240000,0.995,0.9785,0.473,0.9287,5.0,3.0,5.0,0.03859657834567076
06477500,0.03049,0.855,0.217,0.1118,5.0,3.0,5.0,-0.007381666187487701
02111180,0.567,0.322,0.904,0.999,5.0,3.0,5.0,-0.013568139763697085
06622700,0.99,0.961,0.273,0.9297,5.0,3.0,5.0,-0.013856983175810855
08176900,0.02344,0.5205,0.702,0.1586,5.0,3.0,5.0,-0.024960605953395998
14182500,0.1847,0.01811,0.523,0.9985,5.0,3.0,5.0,-0.0341940589441081
02011460,0.1493,0.0444,0.4885,0.999,5.0,3.0,5.0,-0.03833295004527826
05592050,0.2832,0.899,0.5464,0.9995,5.0,3.0,5.0,-0.041310341938984196
12374250,0.9946,0.999,0.521,0.741,5.0,3.0,5.0,-0.044756465246388766
02111500,0.4155,0.8774,0.6255,1.0,5.0,3.0,5.0,-0.04630807968214201
02055100,0.609,0.8325,0.876,0.998,5.0,3.0,5.0,-0.053269293462004486
08150800,0.0177,0.547,0.8574,0.11115,5.0,3.0,5.0,-0.060751755084313075
06803510,0.9814,0.9995,0.4004,0.534,5.0,3.0,5.0,-0.060890589655529404
12143600,0.9805,0.66,0.8896,1.0,5.0,3.0,5.0,-0.061416040418949436
01613050,0.1345,0.3364,0.5576,0.9976,5.0,3.0,5.0,-0.08211776858388165
03144000,0.2983,0.959,0.1593,1.0,5.0,3.0,5.0,-0.09278576335189181
06450500,0.01288,0.3484,0.6284,0.134,5.0,3.0,5.0,-0.09325692725909396
08198500,0.01058,0.604,0.3313,0.1127,5.0,3.0,5.0,-0.09330241257240535
02216180,0.8594,0.7188,0.9575,0.995,5.0,3.0,5.0,-0.09823606746564373
11264500,0.9795,0.4126,0.5884,0.1433,5.0,3.0,5.0,-0.10178616470781554
14236200,0.9995,0.9937,0.793,0.8677,5.0,3.0,5.0,-0.1202627518286512
08195000,0.01514,0.9697,0.2532,0.10834,5.0,3.0,5.0,-0.14090812373203487
12488500,0.11847,0.4324,0.8184,0.995,5.0,3.0,5.0,-0.1510193072093613
06623800,0.01313,0.3447,0.0357,0.998,5.0,3.0,5.0,-0.15573411216874877
04197170,0.11346,0.0314,0.3801,0.999,5.0,3.0,5.0,-0.15783815016619207
07149000,0.04382,0.4675,0.9927,0.10266,5.0,3.0,5.0,-0.1656396904431494
09508300,0.983,0.731,0.2053,0.1759,5.0,3.0,5.0,-0.18648970481889982
01632900,0.9253,0.0644,0.613,0.997,5.0,3.0,5.0,-0.19216506422053503
06876700,0.01665,0.3755,0.14,0.1317,5.0,3.0,5.0,-0.1926171570520243
07315700,0.01478,0.7266,0.29,0.11145,5.0,3.0,5.0,-0.20118966147299133
01350140,0.9976,0.995,0.836,0.4,5.0,3.0,5.0,-0.21076318869505695
12054000,0.2898,0.6885,0.922,0.996,5.0,3.0,5.0,-0.22707194905332173
06453600,0.985,0.983,0.4192,0.6396,5.0,3.0,5.0,-0.2688202001861053
02112360,0.406,0.4614,0.8867,0.9985,5.0,3.0,5.0,-0.27346557973564756
03165000,0.4097,0.6597,0.9946,1.0,5.0,3.0,5.0,-0.3126233112012009
02300700,0.9697,0.9087,0.6562,0.6743,5.0,3.0,5.0,-0.3132919444920972
14139800,0.02708,0.1003,0.7373,0.999,5.0,3.0,5.0,-0.32705660187563956
01123000,0.9897,0.901,0.3994,0.2507,5.0,3.0,5.0,-0.32918195656658567
02038850,0.1322,0.5557,0.9824,0.9966,5.0,3.0,5.0,-0.3310892738547162
13018300,0.9717,0.9995,0.998,0.91,5.0,3.0,5.0,-0.3354871961294381
01547700,0.982,0.938,0.597,0.3254,5.0,3.0,5.0,-0.33961892877046473
08164000,0.02728,0.08856,0.6494,0.102,5.0,3.0,5.0,-0.36582375679106827
07299670,0.04752,0.473,0.6733,0.10345,5.0,3.0,5.0,-0.37327974173505396
05593575,0.1871,0.4307,0.71,0.996,5.0,3.0,5.0,-0.39522070560376976
07373000,0.996,0.5483,0.446,0.1469,5.0,3.0,5.0,-0.39817981786514567
05466500,0.973,0.7666,0.8647,0.1996,5.0,3.0,5.0,-0.4045135226231713
02314500,0.0383,0.2854,0.344,0.1184,5.0,3.0,5.0,-0.4081765168790188
11237500,0.942,0.4683,0.1481,0.1783,5.0,3.0,5.0,-0.41045982701049777
05120500,0.02061,0.2742,0.2181,0.1018,5.0,3.0,5.0,-0.4106981028459933
01440000,0.9946,0.802,0.1487,0.3293,5.0,3.0,5.0,-0.4190574142363406
11230500,0.951,0.929,0.1282,0.446,5.0,3.0,5.0,-0.425402647974108
10249300,0.9653,0.994,0.2174,0.3557,5.0,3.0,5.0,-0.4756168687744955
03159540,0.993,0.636,0.9263,0.1783,5.0,3.0,5.0,-0.48416895526161086
09066200,0.95,0.993,0.545,0.4805,5.0,3.0,5.0,-0.5002954700209012
09047700,0.9927,0.962,0.4148,0.6577,5.0,3.0,5.0,-0.5045164398556512
08165300,0.0273,0.925,0.821,0.1096,5.0,3.0,5.0,-0.5472239392984684
12390700,0.9937,0.2996,0.3809,0.1447,5.0,3.0,5.0,-0.5544151153109029
05123400,0.02057,0.09955,0.2507,0.12305,5.0,3.0,5.0,-0.562159146280786
08190500,0.01575,0.4436,0.886,0.1054,5.0,3.0,5.0,-0.5868146010979465
02053200,0.901,0.8145,0.7876,0.997,5.0,3.0,5.0,-0.6061623715013464
02231000,0.03598,0.3499,0.2124,0.1181,5.0,3.0,5.0,-0.6075468173715686
06847900,0.01355,0.6533,0.594,0.10486,5.0,3.0,5.0,-0.6127404110807433
06479438,0.01646,0.43,0.896,0.1256,5.0,3.0,5.0,-0.8141002764696694
07301500,0.0224,0.3962,0.1271,0.11053,5.0,3.0,5.0,-0.8206951865523224
08194200,0.02606,0.2457,0.5674,0.1047,5.0,3.0,5.0,-0.9861134959142519
05057200,0.02628,0.825,0.5073,0.1076,5.0,3.0,5.0,-1.0417327221608095
08086290,0.02306,0.4907,0.608,0.10706,5.0,3.0,5.0,-1.1902420169078236
11224500,0.02939,0.389,0.682,0.144,5.0,3.0,5.0,-1.2055984718735684
08189500,0.01634,0.566,0.1498,0.1368,5.0,3.0,5.0,-1.2519769690266722
06353000,0.0319,0.4377,0.354,0.1218,5.0,3.0,5.0,-1.25420959017351
09497800,0.04465,0.528,0.1349,0.10693,5.0,3.0,5.0,-1.3716640980218582
08190000,0.01349,0.6357,0.9224,0.1078,5.0,3.0,5.0,-1.3988740509038653
06350000,0.02452,0.899,0.6113,0.11945,5.0,3.0,5.0,-1.4788884211934388
11274500,0.0352,0.4912,0.3394,0.1293,5.0,3.0,5.0,-1.4907217983470828
06464500,0.0536,0.08014,0.121,0.11646,5.0,3.0,5.0,-1.5056705000827115
09480000,0.01125,0.5864,0.946,0.10565,5.0,3.0,5.0,-1.8658188767060628
06468170,0.02542,0.5957,0.5557,0.117,5.0,3.0,5.0,-1.9306720506315398
08086212,0.03062,0.3242,0.796,0.1143,5.0,3.0,5.0,-2.1027181546580396
08079600,0.019,0.366,0.05338,0.11896,5.0,3.0,5.0,-2.455339037771983
06339500,0.01776,0.7314,0.7065,0.11304,5.0,3.0,5.0,-2.7874524189459877
09447800,0.05396,0.2125,0.03464,0.1225,5.0,3.0,5.0,-2.9633335777242023
06354000,0.02658,0.1951,0.566,0.10034,5.0,3.0,5.0,-4.570675818317422
06360500,0.0692,0.0765,0.8525,0.1023,5.0,3.0,5.0,-4.616278674530628
07226500,0.01195,0.361,0.3223,0.1273,5.0,3.0,5.0,-5.1833440284202785
06447000,0.01191,0.6294,0.7573,0.126,5.0,3.0,5.0,-6.10621689508182
09430500,0.01225,0.6406,0.1915,0.1001,5.0,3.0,5.0,-6.9679310547603865
06452000,0.02133,0.0696,0.5723,0.1423,5.0,3.0,5.0,-9.288015892193163
